category;income;savings;debt;benefits;investments;kids;fiscal_partner;consumption_reduced;consumption_standard
3.0;39161.96;66018.12;12935.2;0.0;90721.06;3.0;1.0;12091.05;12923.45
3.0;41885.91;66856.96;9441.75;0.0;92013.65;4.0;1.0;13282.89;14660.07
2.0;24274.98;27332.67;28782.59;13342.47;38422.18;1.0;1.0;9369.5;9224.49
3.0;41012.93;68889.25;3068.81;0.0;75882.17;3.0;0.0;13562.07;14764.65
3.0;39673.74;56939.81;5991.35;0.0;125597.17;3.0;1.0;12157.59;13092.33
2.0;24343.57;12873.23;46659.58;12686.66;26706.27;5.0;1.0;12303.07;6020.25
2.0;24368.99;33860.52;13774.43;9350.65;10476.28;1.0;1.0;9386.42;9260.22
1.0;9710.5;5530.75;13863.0;17304.57;21101.11;5.0;1.0;8884.2;413.14999999999964
2.0;28613.01;18315.34;29866.81;10557.11;34268.21;0.0;0.0;10722.6;11445.2
2.0;31011.98;22998.15;20490.57;5760.18;34170.53;4.0;0.0;14923.83;8044.075
2.0;23226.91;20179.59;38537.3;8730.7;18317.3;4.0;1.0;11271.27;10916.65
2.0;23689.81;23005.83;25421.86;17249.67;10714.72;5.0;1.0;12106.94;5791.435
2.0;28528.29;15166.98;26138.49;14277.22;37732.23;5.0;0.0;14984.9;6771.695000000001
2.0;21743.1;18354.04;31305.54;23887.73;11016.71;0.0;1.0;8261.46;7610.08
2.0;22754.12;30936.34;25187.04;25219.83;42855.28;0.0;1.0;8413.12;7963.94
2.0;21724.67;14279.87;36238.29;7725.23;15744.49;0.0;0.0;9344.93;8689.87
2.0;27778.98;25182.43;33326.33;18121.51;25551.6;2.0;0.0;12222.53;12778.33
2.0;23101.3;29231.82;22508.03;8093.95;28569.85;4.0;1.0;11237.35;10857.61
2.0;23195.28;34463.54;37348.96;11562.68;27770.66;2.0;0.0;11030.77;10669.83
3.0;42039.6;52485.12;12323.44;0.0;63495.33;5.0;0.0;15407.92;16815.84
2.0;26987.15;14474.91;14995.63;16994.25;32023.97;5.0;1.0;13096.14;13493.58
2.0;24536.04;21663.84;35597.84;13252.26;24170.75;2.0;0.0;11379.37;11286.58
2.0;21575.19;32763.75;41814.17;20190.19;14572.03;1.0;1.0;8883.53;8198.57
2.0;25716.63;23906.02;24073.82;17704.68;34757.12;1.0;1.0;9628.99;9772.32
3.0;41227.92;33612.36;7040.63;0.0;89216.0;4.0;1.0;13184.19;14429.77
2.0;25327.69;19972.37;23745.46;14046.21;25836.48;2.0;0.0;11585.2;11650.74
2.0;22976.53;24464.69;17897.05;20557.85;41233.77;5.0;1.0;11892.96;5541.785
3.0;42253.88;35088.72;11316.25;0.0;123162.74;3.0;0.0;13760.62;15211.4
3.0;43500.34;90026.77;4999.74;0.0;49306.09;2.0;1.0;11785.04;13485.11
3.0;43974.36;80444.73;8202.68;0.0;77694.71;2.0;1.0;11837.18;13632.05
2.0;24251.36;20630.96;21513.85;18815.55;26573.53;4.0;0.0;12760.44;5745.46
2.0;25777.42;27061.54;26953.34;12181.13;29772.51;0.0;1.0;8866.61;9022.1
2.0;21673.4;22352.6;21746.52;14595.26;8433.03;5.0;1.0;11502.02;5085.6900000000005
2.0;25900.81;27953.32;24312.92;9179.52;13858.52;2.0;0.0;11734.21;11914.37
2.0;26934.69;26795.62;26449.25;15106.15;41650.43;3.0;1.0;11464.33;11851.26
2.0;27008.56;20917.72;31499.17;16067.64;25667.96;0.0;0.0;10401.71;10803.42
2.0;26645.77;24911.9;17850.12;19137.83;17000.81;2.0;0.0;11927.9;12257.05
1.0;7841.26;4401.87;21798.36;19140.72;17746.04;4.0;0.0;3920.63;1960.315
2.0;27016.6;26495.3;24349.76;15779.02;35336.49;4.0;0.0;13645.31;6685.6449999999995
3.0;37689.11;47712.37;7611.17;0.0;58480.27;5.0;0.0;14537.82;15075.64
4.0;595505.38;391953.46;0.0;0.0;275788.62;2.0;0.0;45730.32;101235.91
2.0;28534.8;35195.42;35844.12;3718.92;34330.49;2.0;1.0;10992.31;11699.27
2.0;21912.97;16636.94;22905.39;9702.7;5635.2;5.0;0.0;12669.54;4621.715
1.0;9123.69;3765.15;2799.54;16657.47;11479.1;3.0;1.0;7919.58;602.0550000000003
2.0;24347.25;20142.74;31101.62;22135.26;21523.19;4.0;1.0;11573.76;11443.21
3.0;43014.08;40162.83;9553.86;0.0;133707.7;0.0;1.0;10010.99;11613.8
1.0;8455.41;3986.23;19748.69;18738.11;17883.87;2.0;0.0;8213.06;121.17500000000018
2.0;28603.89;24559.21;30765.42;15624.34;4253.13;0.0;1.0;9290.58;10011.36
1.0;7258.15;4413.44;18781.98;26456.15;8714.89;4.0;0.0;3629.08;1814.5349999999999
3.0;39986.04;49693.23;9001.27;0.0;77843.38;5.0;1.0;13797.63;14794.83
2.0;30568.74;26457.16;19959.54;8700.33;26042.52;1.0;1.0;10502.37;11616.12
2.0;23556.87;30547.4;33630.56;16210.36;39334.9;0.0;0.0;9711.37;9422.75
2.0;27772.93;20787.11;19013.06;4764.69;15424.5;2.0;0.0;12220.96;12775.55
2.0;25911.2;7278.39;26178.31;11867.13;19247.52;4.0;1.0;11996.02;12178.26
1.0;11879.45;8716.87;11535.95;27048.33;17387.75;2.0;0.0;9514.19;1182.63
2.0;24435.03;30491.61;24397.53;18355.66;40548.15;1.0;1.0;9398.31;9285.31
2.0;30223.46;29305.21;12371.03;9089.07;38531.54;5.0;0.0;15578.21;7322.625
3.0;40343.46;68387.9;14215.11;0.0;68537.18;5.0;0.0;15068.69;16137.38
2.0;22479.12;29467.29;22665.4;14561.11;25608.4;1.0;0.0;10170.2;9666.02
1.0;11876.39;6726.15;10837.24;19361.3;11874.93;5.0;0.0;10938.2;469.09499999999935
2.0;29579.47;31032.49;19749.83;14643.38;36636.75;0.0;0.0;10915.89;11831.79
2.0;20065.51;29683.91;31197.07;15560.59;22899.58;1.0;1.0;8611.79;7624.89
2.0;28880.02;29746.26;23894.94;21767.18;25200.37;2.0;1.0;11064.8;11840.81
4.0;262372.15;562128.49;0.0;0.0;464232.86;4.0;0.0;28366.05;49850.71
2.0;26566.92;30141.59;37342.94;15615.7;35266.46;3.0;0.0;12704.41;13017.79
2.0;26418.56;23842.7;29928.25;14358.74;27988.98;0.0;1.0;8962.78;9246.5
3.0;41295.05;84354.16;9669.28;0.0;89391.95;2.0;0.0;12781.31;14040.32
1.0;10972.6;5830.54;15043.62;5169.1;12074.42;5.0;0.0;10486.3;243.15000000000055
2.0;28771.98;28619.3;6318.52;13305.11;40717.64;1.0;0.0;11617.56;12371.95
2.0;29121.62;24747.04;33042.6;7626.47;16577.09;4.0;1.0;12862.84;13687.16
2.0;27061.69;11248.96;19359.4;11767.86;47585.65;5.0;0.0;14471.59;6295.049999999999
3.0;41897.62;62926.67;10876.68;0.0;100623.9;5.0;0.0;15379.52;16759.05
2.0;18943.73;27124.79;18198.73;8324.46;14111.87;0.0;1.0;7841.56;6630.31
3.0;37342.27;62015.06;13595.32;0.0;45085.22;3.0;1.0;11854.5;12322.95
3.0;41639.1;42292.42;8702.87;0.0;74963.88;3.0;1.0;12413.08;13740.9
1.0;10494.12;4551.71;15957.03;28755.48;13890.46;5.0;1.0;9197.65;648.2350000000006
2.0;28332.29;23759.48;33496.39;14242.65;27199.39;4.0;0.0;14066.33;7132.9800000000005
2.0;28203.38;25786.86;21187.55;17047.14;13272.87;1.0;0.0;11486.78;12127.45
2.0;21322.15;26596.12;27389.73;14139.21;31474.89;0.0;0.0;9264.43;8528.86
2.0;23638.97;22454.34;18770.79;14769.72;15667.01;3.0;0.0;11855.3;11583.1
3.0;40861.52;55422.93;15641.63;0.0;104985.36;5.0;0.0;15172.3;16344.61
2.0;23121.18;25509.01;27690.5;17804.67;25642.97;4.0;1.0;11242.72;10866.95
2.0;27139.33;31975.4;10831.88;13056.44;34033.3;2.0;1.0;10699.26;11127.13
2.0;27292.79;21563.99;26004.4;9352.71;29385.92;2.0;1.0;10731.49;11190.04
2.0;27660.22;17269.86;21412.43;27020.84;28395.35;5.0;1.0;13298.07;13830.11
2.0;29473.39;13526.08;31018.15;9770.91;11535.67;0.0;1.0;9421.01;10315.69
2.0;24641.41;32142.92;13947.14;10163.51;30370.93;4.0;0.0;12885.25;5878.08
2.0;19797.77;26102.26;22796.22;9075.87;18628.91;2.0;1.0;9157.53;8117.09
2.0;27473.8;27095.08;33373.48;14761.65;26844.6;0.0;0.0;10494.76;10989.52
2.0;28949.71;23508.89;23501.91;17515.58;15708.8;2.0;1.0;11079.44;11869.38
2.0;27579.31;31588.68;26741.84;24440.81;19009.75;2.0;0.0;12170.62;12686.48
3.0;41580.03;56119.4;12898.56;0.0;87306.88;5.0;1.0;14068.61;15384.61
1.0;5630.76;5164.6;14282.68;25544.16;15650.44;2.0;1.0;2815.38;2308.61
1.0;10229.9;1465.31;9531.29;35403.27;7986.98;2.0;1.0;7864.37;1182.7649999999999
2.0;30839.67;12451.77;25855.53;7888.26;19031.57;5.0;1.0;14251.9;15419.84
1.0;12260.23;3817.17;14760.6;33060.79;20723.91;4.0;0.0;10639.71;810.2600000000002
1.0;9713.31;10244.33;7025.94;39225.3;18289.03;5.0;1.0;8885.32;413.9949999999999
3.0;44170.64;75572.33;11652.09;0.0;101667.99;0.0;1.0;10091.94;11926.07
2.0;25709.74;29493.6;21734.14;14068.06;29947.11;3.0;1.0;11170.34;11312.29
2.0;19039.89;20189.62;6796.05;16050.46;36573.11;5.0;1.0;10711.97;4163.96
1.0;8992.28;3278.09;22187.0;18625.43;19732.63;0.0;1.0;6798.46;1096.9100000000003
2.0;22128.75;25030.1;26543.84;12873.64;40791.15;1.0;0.0;10089.61;9515.36
2.0;25015.12;40894.66;34355.94;21723.47;5230.65;0.0;0.0;10003.02;10006.05
2.0;26102.69;24473.69;1479.1;14817.53;32833.36;3.0;0.0;12569.78;12790.32
2.0;27878.26;29337.19;28566.55;4809.36;17228.2;0.0;1.0;9181.74;9757.39
2.0;20720.63;24780.17;19202.95;18940.39;30676.33;3.0;1.0;9972.95;9117.08
2.0;20812.0;31133.52;29925.81;23415.41;31659.06;3.0;1.0;9994.88;9157.28
3.0;38377.56;62918.74;5499.03;0.0;75608.67;4.0;0.0;13907.96;14583.47
2.0;21553.49;15333.51;33642.86;17280.63;26009.52;3.0;1.0;10172.84;9483.54
4.0;677474.61;398429.4;0.0;0.0;369354.97;0.0;1.0;23549.49;88071.7
2.0;26585.28;14543.08;12588.51;16287.26;31180.99;5.0;0.0;14304.85;6140.214999999999
2.0;27739.77;21434.93;29826.3;10220.19;37386.73;3.0;1.0;11657.54;12205.5
3.0;41115.95;46711.77;9250.64;0.0;92236.91;5.0;1.0;13989.71;15212.9
2.0;24688.45;26583.41;14697.83;15133.3;31387.95;1.0;1.0;9443.92;9381.61
3.0;42319.38;50804.19;11681.59;0.0;72135.39;1.0;0.0;12078.33;13542.2
1.0;8166.3;3974.53;22363.15;24066.19;12202.03;0.0;0.0;7449.89;358.2049999999999
2.0;20265.14;23529.77;26448.17;15380.13;38726.25;3.0;0.0;10876.89;4694.125
2.0;22040.39;37135.62;29543.54;11135.28;9068.29;2.0;1.0;9628.48;9036.56
1.0;6971.91;5420.78;7572.55;34659.18;15123.78;2.0;1.0;6952.13;9.889999999999873
2.0;25328.25;25225.51;17011.66;16102.32;31704.75;2.0;0.0;11585.34;11651.0
2.0;23065.51;24060.0;8445.91;9090.73;30880.55;4.0;1.0;11227.69;10840.79
3.0;39762.8;56473.07;9158.32;0.0;95338.33;1.0;0.0;11771.54;12724.1
3.0;41627.31;81738.99;9451.71;0.0;94078.39;5.0;0.0;15325.46;16650.92
3.0;41368.41;60542.52;8529.89;0.0;120372.46;1.0;0.0;11964.21;13237.89
2.0;27522.76;19910.98;36411.7;18054.68;23251.15;0.0;1.0;9128.41;9632.97
4.0;351231.94;733112.74;0.0;0.0;364303.6;5.0;1.0;25805.44;63221.75
1.0;9756.72;5486.21;14411.72;27630.1;26052.84;4.0;1.0;8512.42;622.1499999999996
2.0;25903.63;35333.87;26556.76;18969.26;22714.68;4.0;0.0;13289.16;6307.235000000001
1.0;5288.36;5717.13;16191.87;16253.69;25976.66;3.0;1.0;2644.18;2326.88
2.0;20675.88;28056.14;25077.51;11568.87;22140.11;4.0;1.0;10582.49;9717.66
3.0;38622.83;50032.89;4391.94;0.0;58961.35;2.0;0.0;12407.2;13131.76
3.0;41184.48;57361.17;11789.31;0.0;72900.6;0.0;0.0;11118.45;12355.34
2.0;30953.16;29416.54;22230.12;14169.23;13475.85;4.0;0.0;14905.01;8024.075
2.0;26590.12;13797.82;22065.08;9398.86;31870.74;1.0;1.0;9786.22;10104.25
2.0;28758.29;23816.8;36769.1;18411.38;32552.77;2.0;1.0;11039.24;11790.9
3.0;39648.49;58320.65;11816.11;0.0;98894.05;0.0;0.0;10964.85;11894.55
2.0;21159.67;21775.06;28244.78;7773.02;46619.62;1.0;1.0;8808.74;8040.67
4.0;458440.19;422260.29;0.0;0.0;362945.91;4.0;1.0;28337.61;77934.83
3.0;38510.74;50491.95;6273.1;0.0;101203.97;2.0;1.0;11236.18;11938.33
2.0;29244.29;35032.64;33120.92;13160.22;32603.94;5.0;0.0;15235.5;7004.395
2.0;25990.15;15754.63;19915.57;18948.17;19945.28;3.0;1.0;11237.64;11435.67
3.0;39651.45;49307.84;12029.96;0.0;38207.86;4.0;0.0;14137.26;15067.55
3.0;38037.11;42197.35;8721.58;0.0;79289.49;0.0;0.0;10803.71;11411.13
3.0;39578.0;60787.49;8108.76;0.0;103341.04;4.0;0.0;14124.04;15039.64
3.0;40459.21;55012.39;10485.68;0.0;90976.75;2.0;1.0;11450.51;12542.36
2.0;25447.06;23980.64;27732.36;11990.06;16386.38;0.0;1.0;8817.06;8906.47
2.0;23251.19;24707.86;9768.44;7465.24;17963.61;3.0;1.0;10580.29;10230.52
2.0;23327.03;25604.58;27847.31;7259.93;27627.95;4.0;1.0;11298.3;10963.7
2.0;26991.55;18065.95;46287.27;18441.74;26966.16;5.0;1.0;13097.46;13495.78
2.0;22337.35;13729.55;37447.56;19501.62;26318.79;1.0;0.0;10137.59;9605.06
3.0;39307.2;43246.54;11473.08;0.0;91924.84;5.0;1.0;13682.22;14543.66
2.0;21774.38;24538.07;28502.28;20020.78;24932.66;0.0;1.0;8266.16;7621.03
2.0;25883.73;16146.83;34641.48;24206.62;29586.06;0.0;0.0;10176.75;10353.49
3.0;40209.24;65302.17;11263.43;0.0;53910.95;2.0;0.0;12629.29;13671.14
2.0;25833.78;25399.69;25442.12;18706.04;27131.75;2.0;0.0;11716.78;11883.54
2.0;21210.09;20810.42;12682.05;18454.27;40396.24;5.0;1.0;11363.03;4923.53
2.0;22225.34;23469.27;27041.11;10403.04;25279.33;1.0;0.0;10111.83;9556.9
3.0;38504.76;57610.52;11500.28;0.0;87681.25;0.0;0.0;10850.48;11551.43
2.0;28249.62;19159.9;23971.39;17490.77;29334.98;3.0;0.0;13192.39;13842.31
2.0;23893.82;22156.59;26937.21;12298.0;27534.96;2.0;0.0;11212.39;10991.16
2.0;26535.13;5612.17;25220.93;13958.15;37076.79;3.0;1.0;11368.43;11675.46
1.0;7395.8;7230.83;17700.45;26605.77;9856.66;0.0;1.0;6479.16;458.32000000000016
3.0;41286.32;38072.22;8855.02;0.0;109050.33;5.0;0.0;15257.26;16514.53
1.0;4913.92;6328.36;12387.37;25632.51;20606.6;1.0;1.0;2456.96;1867.29
4.0;608452.77;604857.26;0.0;0.0;402978.32;1.0;0.0;43464.9;97352.44
1.0;9027.16;5577.69;7968.76;16276.38;11590.4;5.0;1.0;8610.86;208.14999999999964
3.0;38917.39;34665.1;8581.43;0.0;66894.33;4.0;0.0;14005.13;14788.61
2.0;25935.07;15809.28;16761.14;19854.16;27811.39;4.0;0.0;13299.22;6317.925
3.0;40101.23;42790.9;10186.73;0.0;80970.8;0.0;0.0;11010.12;12030.37
2.0;22528.16;31215.48;11106.87;12944.66;31363.12;2.0;1.0;9730.91;9236.55
1.0;4807.99;4809.66;10285.08;7262.78;13700.91;1.0;0.0;2404.0;2067.44
3.0;41139.64;57620.7;14000.71;0.0;67411.47;1.0;0.0;11936.76;13164.68
2.0;24975.16;35658.44;19722.5;16214.06;21870.29;5.0;1.0;12492.55;6241.305
1.0;7603.39;6136.06;3288.08;27560.22;14066.08;4.0;1.0;3801.7;3573.59
3.0;37798.25;49217.32;6082.34;0.0;86649.75;5.0;1.0;13425.7;13985.35
1.0;8219.61;6110.29;17056.59;29628.22;17250.02;1.0;0.0;7794.67;212.47000000000025
2.0;22515.35;34311.45;21477.82;26517.59;28078.52;4.0;0.0;12204.91;5155.219999999999
3.0;37487.78;48206.17;5357.27;0.0;115580.77;4.0;1.0;12623.17;13120.72
3.0;40116.8;38270.4;5334.3;0.0;81390.37;0.0;0.0;11011.68;12035.04
3.0;40231.96;58570.13;9536.7;0.0;36264.19;1.0;0.0;11827.84;12874.23
3.0;39201.06;65520.61;5671.67;0.0;57460.26;1.0;1.0;10528.1;11368.31
2.0;34218.37;24928.01;36529.55;16662.13;37274.07;5.0;0.0;16976.43;8620.970000000001
3.0;42847.56;73288.15;14688.0;0.0;95185.6;4.0;0.0;14712.56;16282.07
3.0;39981.29;69271.19;13270.71;0.0;63618.51;0.0;0.0;10998.13;11994.39
1.0;6225.1;4273.77;12585.22;29955.68;14676.59;1.0;0.0;3112.55;2676.79
3.0;41062.4;45936.33;11196.58;0.0;58691.2;2.0;1.0;11516.86;12729.34
2.0;25386.5;15130.49;7111.9;15950.99;33016.83;3.0;0.0;12362.08;12439.38
3.0;39337.0;74870.84;9818.97;0.0;75024.53;4.0;1.0;12900.55;13767.95
2.0;26006.26;26962.88;316.01;12327.83;28885.28;5.0;0.0;14102.19;5952.034999999999
1.0;6235.84;3508.28;21392.63;18521.68;17331.26;3.0;0.0;3117.92;3055.56
2.0;18653.24;29784.25;27606.49;7840.49;30751.98;1.0;1.0;8357.58;7088.23
2.0;24122.09;32220.03;23493.37;9338.92;26258.28;5.0;0.0;13442.73;5339.68
2.0;23191.27;23197.46;23697.11;8102.22;29393.24;2.0;0.0;11029.73;10667.98
2.0;27116.39;29331.79;21062.62;16694.85;18819.01;5.0;0.0;14490.74;6312.825
2.0;20286.84;35900.3;17028.76;14530.96;28811.07;1.0;0.0;9665.97;8723.34
2.0;25363.96;20013.84;23766.29;15267.68;25152.97;4.0;1.0;11848.27;11921.06
3.0;42292.19;62287.46;8222.7;0.0;79361.88;4.0;1.0;13343.83;14802.27
3.0;38740.67;69190.92;6760.02;0.0;74158.79;1.0;0.0;11648.88;12397.01
2.0;27064.7;24190.05;27097.28;23044.5;22684.41;1.0;0.0;11224.88;11637.82
2.0;26883.12;18972.11;29340.97;6457.91;21832.09;5.0;0.0;14409.09;6237.014999999999
3.0;40193.59;63178.97;10917.32;0.0;75495.16;5.0;1.0;13832.91;14871.63
2.0;25215.7;29485.59;24739.43;16388.64;38549.24;3.0;1.0;11051.77;11094.91
2.0;23256.63;6638.05;19717.0;19784.97;29623.21;0.0;1.0;8488.49;8139.82
1.0;9571.59;2367.84;16750.85;26575.99;21856.6;5.0;0.0;4785.8;2392.895
3.0;39317.48;67211.28;6539.53;0.0;66399.68;2.0;1.0;11324.92;12188.42
1.0;11128.48;3097.68;14163.37;36922.87;18118.42;4.0;1.0;9006.25;1061.1149999999998
2.0;24268.93;21838.91;24319.25;15602.18;31431.02;2.0;1.0;10096.48;9950.26
2.0;29532.31;24832.08;24506.28;2071.48;23868.98;5.0;0.0;15336.31;7098.000000000001
2.0;23978.76;24062.76;24437.28;20233.88;27856.99;0.0;1.0;8596.81;8392.57
2.0;24690.77;37055.77;38817.55;12295.05;23906.1;5.0;0.0;13641.77;5524.5
3.0;40273.07;33792.46;10763.65;0.0;63910.89;2.0;1.0;11430.04;12484.65
2.0;18703.02;33679.3;28592.14;15934.47;26619.81;2.0;1.0;8927.63;7668.24
2.0;23042.28;44343.61;28863.3;32269.63;20161.79;1.0;0.0;10299.72;9908.18
2.0;25279.41;12578.41;29842.62;23329.05;25918.39;2.0;0.0;11572.65;11628.53
3.0;39428.98;62791.12;13933.19;0.0;42741.67;4.0;0.0;14097.22;14983.01
2.0;17659.02;27128.35;27730.94;7947.66;30842.89;2.0;0.0;9591.35;4033.835
4.0;381588.38;519583.68;0.0;0.0;293173.83;3.0;0.0;34803.24;68685.91
2.0;27945.36;14989.82;24560.84;16984.64;32027.25;3.0;0.0;13104.15;13693.23
1.0;7236.73;4439.79;20971.48;30935.66;7370.87;0.0;0.0;7171.02;32.85499999999956
2.0;29019.01;37104.6;41369.27;19553.03;38209.86;2.0;0.0;12544.94;13348.74
2.0;21689.41;11677.3;29511.11;13160.14;25660.25;5.0;0.0;12591.29;4549.0599999999995
2.0;27896.07;24762.7;25434.78;16904.02;30142.59;1.0;0.0;11416.1;11995.31
2.0;23780.07;39211.17;24655.46;13316.62;24217.26;0.0;0.0;9756.01;9512.03
2.0;26266.03;37749.89;39501.33;20937.43;21696.14;1.0;0.0;11041.19;11294.39
2.0;27453.5;22556.36;38365.1;7596.29;38675.51;3.0;1.0;11588.84;12079.54
3.0;40956.0;44310.09;13234.77;0.0;89972.18;4.0;0.0;14372.08;15563.28
2.0;21986.94;31271.2;32665.07;13279.6;30951.0;1.0;1.0;8957.65;8355.04
1.0;6691.69;3532.04;12772.7;23689.54;12182.42;4.0;0.0;3345.84;1672.9249999999997
2.0;27038.46;28321.79;41913.47;12261.29;25121.1;5.0;0.0;14463.46;6287.5
3.0;40259.62;44813.4;9690.61;0.0;69045.27;0.0;0.0;11025.96;12077.89
2.0;31223.21;16449.89;23431.08;13665.7;7269.31;2.0;0.0;13118.03;14362.68
3.0;41790.61;64282.3;13974.86;0.0;96503.58;4.0;1.0;13268.59;14626.71
2.0;20922.89;14621.13;26162.39;25752.9;21691.75;4.0;1.0;10649.18;9833.76
2.0;25356.07;269.01;18248.26;17417.2;25305.34;2.0;0.0;11592.58;11663.79
2.0;25553.54;17528.66;21610.74;21205.21;19576.11;5.0;0.0;13943.74;5804.900000000001
3.0;41419.02;55211.12;11631.84;0.0;82683.78;2.0;1.0;11556.09;12839.9
2.0;30612.82;33573.67;18936.45;9711.57;28089.11;4.0;0.0;14796.1;7908.36
4.0;510632.53;332196.96;0.0;0.0;476068.07;1.0;0.0;38084.79;81701.2
3.0;38571.0;70344.75;6609.25;0.0;82056.51;1.0;0.0;11628.52;12342.72
3.0;42559.84;46672.07;12516.12;0.0;75266.96;4.0;0.0;14660.77;16172.74
4.0;669184.98;673260.44;0.0;0.0;320563.1;4.0;1.0;36767.4;113761.45
2.0;20198.21;6562.61;14086.97;22220.82;22833.71;0.0;1.0;8029.73;7069.37
1.0;6643.84;5678.1;8777.09;26548.7;8044.92;2.0;1.0;3321.92;2723.97
2.0;25208.53;36014.32;16497.81;16248.22;16401.69;2.0;0.0;11554.22;11595.92
2.0;28190.34;19986.11;23796.5;14399.72;21049.02;4.0;0.0;14020.91;7084.715
2.0;23078.13;39773.14;27583.59;11976.56;21834.2;4.0;0.0;12385.0;5346.5650000000005
3.0;38249.72;23218.61;4824.79;0.0;91313.2;2.0;1.0;11207.47;11857.41
3.0;38340.82;53337.19;5199.93;0.0;67348.62;1.0;1.0;10450.67;11118.84
2.0;21313.95;28039.1;20681.22;14676.19;29864.94;0.0;0.0;9262.79;8525.58
3.0;40375.02;38266.94;11845.73;0.0;111499.0;5.0;1.0;13863.75;14938.76
2.0;25666.15;38184.95;9913.72;11363.62;24705.52;5.0;1.0;12699.84;12833.08
2.0;29554.3;25097.42;26098.4;14848.05;10787.82;2.0;1.0;11206.4;12117.26
3.0;41543.15;58768.22;14942.35;0.0;63454.69;1.0;1.0;10738.88;12047.51
3.0;40270.93;59675.15;10255.32;0.0;105613.41;5.0;0.0;15054.19;16108.37
2.0;29978.11;20671.9;23200.25;18090.08;23175.24;1.0;0.0;11894.97;12890.59
3.0;39614.17;56115.86;8338.64;0.0;112033.41;0.0;1.0;9772.99;10695.83
3.0;39015.56;60363.0;10905.45;0.0;79514.5;0.0;0.0;10901.56;11704.67
3.0;40187.35;39496.37;8654.7;0.0;71190.2;2.0;0.0;12626.23;13663.7
2.0;25669.15;40298.12;11447.49;19308.34;37253.7;4.0;0.0;13214.13;6227.510000000001
3.0;40004.27;53462.63;9659.64;0.0;106679.44;1.0;1.0;10600.38;11601.24
2.0;25729.22;27822.97;23181.08;11701.6;16456.71;5.0;0.0;14005.23;5861.995000000001
1.0;6169.17;4595.09;11899.64;28118.9;8414.82;0.0;0.0;3084.58;2467.67
2.0;18502.4;35615.91;23176.99;13137.01;38032.2;0.0;0.0;8700.48;7400.96
2.0;24570.0;28124.11;18406.19;17983.71;37755.16;2.0;1.0;10159.7;10073.7
2.0;24324.58;21919.56;17185.86;10370.38;41730.6;1.0;0.0;10594.65;10459.57
2.0;22227.29;21286.83;31612.52;7952.9;13552.3;1.0;0.0;10112.28;9557.73
2.0;14623.65;19050.93;28727.22;19573.13;39976.07;1.0;1.0;7632.26;5556.99
2.0;26995.76;16500.52;19258.71;11959.85;20138.66;1.0;1.0;9859.24;10258.39
1.0;8853.44;3971.15;10185.24;28248.8;15531.94;0.0;1.0;6770.69;1041.3750000000005
2.0;26487.98;21883.26;36352.26;12807.9;40594.95;1.0;1.0;9767.84;10065.43
4.0;514259.2;390390.64;0.0;0.0;215276.95;5.0;1.0;33141.66;92566.66
2.0;21706.31;25739.64;18371.04;14613.36;24858.87;4.0;0.0;11946.02;4880.145
2.0;22534.16;32604.8;18706.86;6907.35;24419.02;4.0;1.0;11084.22;10591.06
3.0;40803.96;27062.26;4331.32;0.0;38813.36;4.0;1.0;13120.59;14281.39
2.0;24661.85;31882.21;18045.23;17853.38;23481.33;2.0;1.0;10178.99;10111.36
4.0;778500.33;511320.36;0.0;0.0;307458.72;5.0;1.0;45032.51;140130.06
3.0;40049.81;70108.23;15929.24;0.0;101547.35;4.0;1.0;13007.47;14017.43
1.0;4979.33;4759.82;16170.56;33497.4;12785.63;3.0;0.0;2489.66;2439.87
2.0;24772.61;26166.3;17370.3;15684.93;14281.4;0.0;1.0;8715.89;8670.41
2.0;29176.62;40005.5;26403.69;17513.24;27227.89;3.0;1.0;12002.39;12837.71
2.0;26538.82;18730.68;21657.28;9977.35;12169.05;0.0;1.0;8980.82;9288.59
2.0;20548.99;17069.61;25291.19;25434.8;29844.78;2.0;0.0;10342.74;9452.54
1.0;8882.56;3941.12;14767.99;52453.94;19820.58;1.0;0.0;8020.07;431.2449999999999
3.0;39828.56;78761.54;5888.9;0.0;108128.75;0.0;1.0;9788.0;10753.71
2.0;25061.01;24701.09;20335.06;12736.89;24218.31;2.0;1.0;10262.81;10275.01
2.0;29049.81;7324.45;38083.96;7641.87;8653.47;5.0;0.0;15167.43;6941.1900000000005
2.0;22046.01;37286.37;8944.98;25656.03;42704.9;5.0;0.0;12716.1;4664.954999999999
3.0;40098.12;39589.5;15177.82;0.0;80361.26;1.0;0.0;11811.77;12831.4
2.0;31616.87;33615.87;15483.56;24064.98;7173.28;0.0;1.0;9742.53;11065.9
3.0;40045.59;66139.71;11352.55;0.0;45603.33;3.0;0.0;13407.29;14416.41
3.0;36767.18;58126.01;9582.51;0.0;87376.49;0.0;1.0;9573.7;9927.14
2.0;26896.46;18855.74;34573.29;14508.12;18215.84;0.0;0.0;10379.29;10758.58
2.0;27043.7;13468.86;12901.99;17497.6;33367.61;3.0;1.0;11490.49;11899.23
3.0;39967.39;22461.49;12122.61;0.0;101024.87;0.0;1.0;9797.72;10791.2
3.0;42454.58;47350.2;8175.49;0.0;87276.16;1.0;0.0;12094.55;13585.47
1.0;7339.15;6122.73;20432.92;19289.96;18588.59;4.0;1.0;3669.58;3449.4
